UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
31,0,30,8,14,1400,1.574551748
31,1,44,8,15,2500,1.813322346
31,0,31,8,12,4000,1.696150615
31,0,26,8,14,1100,1.551196189
31,0,33,4,12,850,1.702061506
31,1,29,2,12,1000,1.757347864
31,0,38,8,12,8063,1.714377746
31,0,56,2,16,15000,1.695304148
31,0,66,4,7,394,1.862859608
31,0,43,8,12,1800,1.701451875
31,0,70,8,4,1200,1.645192576
31,0,36,4,16,5200,1.753693568
31,0,52,8,5,1000,1.672887419
31,1,56,4,12,788,1.717552741
31,0,37,8,12,1200,1.722817845
31,1,41,8,10,1700,1.589028843
31,0,34,2,12,1600,1.617555231
31,1,43,8,12,1200,1.828698892
31,0,74,2,1,250,1.756442079
31,1,44,2,12,978,1.648839417
31,0,51,8,1,788,1.734097326
31,1,67,2,5,0,1.627169467
31,0,54,8,5,0,1.725510862
31,1,60,2,5,400,1.566269373
31,0,21,2,12,2300,1.70216562
31,0,57,8,6,900,1.834484224
31,1,56,2,5,1100,1.739949084
31,0,39,2,6,2000,1.781060691
31,0,38,2,9,2200,1.776743375
31,1,52,8,5,350,1.694251121
31,0,29,4,12,1439,1.731218619
31,0,38,2,12,1400,1.525439134
31,0,56,2,5,1500,1.68127549
31,1,61,2,8,1000,1.875381983
31,0,55,8,12,960,1.708408671
31,0,28,2,12,2400,1.606161231
31,0,47,8,9,1600,1.782996552
31,0,64,2,9,3500,1.778381602
31,1,36,4,5,788,1.626544638
31,1,41,8,12,788,1.82483133
31,1,38,2,12,788,1.806583349
31,0,45,2,12,1150,1.634912555
31,0,36,2,11,1500,1.686028381
31,0,27,8,12,3000,1.713023967
31,1,44,4,12,900,1.856050737
31,0,38,2,8,2500,1.579512679
31,1,29,2,12,900,1.747205015
31,0,47,4,12,1500,1.676934262
31,0,41,2,12,1700,1.705541353
31,0,66,2,7,9530,1.760229198
31,0,40,2,6,1900,1.657247012
31,1,46,8,6,1000,1.768578564
31,0,43,4,9,1400,1.597017205
31,0,34,8,12,1500,1.718213601
31,0,58,8,9,890,1.618964634
31,0,54,2,16,1200,1.718250451
31,1,59,4,3,800,1.567528615
31,0,43,8,12,900,1.735554696
31,0,61,2,16,4000,1.793488434
31,0,57,2,16,12000,1.764077222
31,0,46,2,11,5000,1.745300454
31,1,71,2,12,788,1.680366288
31,1,52,2,16,13000,1.596099116
31,1,63,2,16,14000,1.568431615
31,0,42,2,16,3000,1.756312412
31,0,50,2,16,3500,1.666551167
31,0,80,8,12,4000,1.801915329
31,0,49,2,9,3500,1.670101288
31,1,45,8,12,1600,1.564345427
31,0,65,2,13,10000,1.666253701
31,0,42,2,12,1500,1.647200775
31,0,74,8,5,1200,1.699800583
31,0,50,8,2,400,1.778800098
31,0,40,8,6,1000,1.696279376
31,1,51,4,5,788,1.640050947
31,0,47,2,7,1200,1.760253323
31,0,33,2,12,5000,1.68640365
31,0,42,4,12,1500,1.757060822
31,0,29,4,8,1300,1.65245913
31,0,58,2,8,1200,1.701173089
31,0,48,8,12,2200,1.597692219
31,0,50,2,7,2100,1.536807466
31,0,51,4,4,1200,1.891842001
31,1,53,2,12,2500,1.695821047
31,0,35,8,8,1500,1.699241285
31,1,43,2,9,400,1.821269455
31,0,64,4,5,800,1.626662973
31,0,41,8,12,2000,1.794068618
31,0,37,2,16,6230,1.716216555
31,0,38,4,12,956,1.759214133
31,1,54,8,13,788,1.836318209
31,1,68,4,5,1000,1.725861534
31,1,46,8,12,1200,1.713976581
31,0,32,8,12,1300,1.631918417
31,0,76,8,8,0,1.757282193
31,0,65,4,12,0,1.622786212
31,1,65,2,12,874,1.777211881
31,0,52,8,9,1100,1.644880072
31,0,57,8,12,1000,1.712920721
31,0,29,8,16,1500,1.732244385
31,0,47,8,16,4000,1.790175639
31,1,27,2,16,1576,1.661612386
31,1,46,8,8,880,1.770146848
31,0,64,2,16,4500,1.717997685
31,0,40,2,12,1500,1.60836056
31,0,54,4,9,2000,1.680067021
31,1,60,8,6,915,1.715290943
31,0,48,8,10,1000,1.534860174
31,0,50,4,4,1400,1.63399501
31,0,53,4,10,2000,1.707105913
31,1,32,8,5,1230,1.695842637
31,1,63,2,9,400,1.651335955
31,1,44,8,12,640,1.584503582
31,0,94,2,4,0,1.801054864
31,0,22,2,12,1600,1.759134241
31,0,57,8,4,2000,1.755192447
31,0,60,2,5,2300,1.703941793
31,1,37,4,6,1000,1.763046838
31,1,30,4,16,1030,1.750797779
31,0,38,4,5,1800,1.771736599
31,0,54,8,10,600,1.690830251
31,1,34,2,11,300,1.573268925
31,1,58,8,16,5000,1.638139491
31,1,50,4,12,832,1.753973242
31,0,51,2,8,1000,1.774326438
31,1,36,4,9,600,1.750645135
31,0,23,8,9,1100,1.766346189
31,1,38,2,12,4000,1.618272078
31,1,47,4,12,2000,1.671876138
31,1,41,2,12,1000,1.660856889
31,0,32,4,14,1200,1.567368515
31,1,34,8,14,1200,1.784098836
31,0,30,4,12,1100,1.696075806
31,1,28,8,9,982,1.537528872
31,0,42,8,6,1300,1.783708619
31,0,71,8,9,0,1.684557187
31,0,45,2,6,2000,1.72334219
31,0,34,8,16,5516,1.805980707
31,1,30,0,12,6000,1.666666404
31,0,39,2,16,3000,1.785594699
31,0,45,4,2,1400,1.778347362
31,0,51,2,16,12000,1.697182093
31,0,38,8,6,1500,1.65984746
31,1,56,2,9,1200,1.665884359
31,1,54,8,5,1000,1.728852518
31,0,32,8,12,3500,1.800069696
31,0,68,8,5,0,1.706044577
31,0,57,2,12,1200,1.828975254
31,0,29,8,7,1200,1.721884907
31,0,58,4,1,788,1.710996653
31,1,24,4,11,804,1.723072542
31,1,32,8,12,1900,1.768657142
31,0,41,8,12,3000,1.696485279
31,1,30,2,12,788,1.79833658
31,0,60,2,5,1300,1.667745362
31,1,41,8,1,788,1.606557714
31,0,40,0,9,1200,1.733909192
31,0,44,8,5,1500,1.781508331
31,1,52,2,5,788,1.88376973
31,1,56,2,12,394,1.662811113
31,1,27,8,6,1009,1.728077584
31,1,49,2,6,1039,1.685811461
31,0,52,8,5,2364,1.735959419
31,0,44,8,5,1800,1.655831079
31,1,63,8,1,150,1.778343077
31,0,54,8,8,1000,1.563771215
31,1,36,2,12,788,1.758633802
31,0,42,8,2,1400,1.615137531
31,1,50,8,5,788,1.71559096
31,0,32,2,9,1800,1.678805995
31,1,56,2,5,200,1.674226794
31,0,29,2,11,2500,1.74064024
31,1,55,2,6,1200,1.758319015
31,1,48,8,10,1500,1.678402935
31,0,32,8,8,2200,1.843052008
31,0,58,2,1,1000,1.674595723
31,0,82,8,8,2300,1.746491587
31,0,54,2,5,788,1.643877277
31,0,44,2,12,2000,1.68628046
31,0,41,2,10,1576,1.49785474
31,1,42,2,12,1014,1.722676455
31,1,20,8,12,900,1.724432455
31,0,41,2,9,5000,1.727367586
31,0,36,2,9,10000,1.710191263
31,0,49,2,12,800,1.666837606
31,0,35,8,12,2500,1.737643436
31,0,25,2,16,900,1.719409052
31,0,42,2,5,5000,1.694737525
31,0,64,2,1,500,1.683936591
31,0,29,8,9,1220,1.656601818
31,1,51,2,1,900,1.77466372
31,0,58,2,12,1500,1.86554712
31,0,37,2,5,750,1.650393568
31,0,37,2,5,1500,1.720054347
31,0,57,2,4,788,1.710274333
31,0,61,8,4,0,1.812063723
31,0,43,2,5,1250,1.71957088
31,0,48,8,4,600,1.714750538
31,0,32,8,5,788,1.748709977
31,0,22,2,6,788,1.679592832
31,0,41,2,5,1300,1.634372018
31,1,74,2,1,0,1.807276312
31,0,30,2,5,800,1.64352057
31,0,51,2,4,900,1.638068693
31,0,37,2,5,800,1.73997803
31,0,61,2,5,360,1.776495277
31,0,37,2,6,1500,1.8117632
31,0,70,2,5,2000,1.827669846
31,0,61,2,5,1600,1.647802695
31,0,46,2,4,788,1.708115003
31,0,50,2,5,450,1.67440728
31,1,60,2,12,788,1.768857471
31,1,52,2,16,1200,1.707426735
31,0,59,8,5,500,1.710376093
31,0,43,2,7,400,1.666983726
31,0,60,2,5,788,1.587185236
31,0,50,2,8,1570,1.672549126
31,0,36,8,9,1500,1.584941844
31,0,45,8,3,1300,1.679798195
31,0,61,8,9,0,1.695865677
31,1,35,8,12,788,1.691493684
31,1,51,8,16,4000,1.795577414
31,0,35,2,16,4000,1.764836305
31,0,25,8,13,3000,1.514485547
31,1,40,8,12,1200,1.68308461
31,1,41,8,12,990,1.696350545
31,0,31,8,12,5800,1.694241758
31,0,39,8,8,1500,1.602631149
31,0,70,2,16,5000,1.809545264
31,1,32,2,12,700,1.704755724
31,0,24,8,7,1200,1.618692648
31,0,30,8,9,2000,1.593376528
31,1,50,8,1,90,1.567881294
31,1,29,8,12,900,1.613174359
31,0,37,8,5,1400,1.680788445
31,1,60,2,3,788,1.617298237
31,1,40,8,5,1180,1.685533483
31,0,57,8,5,788,1.668031957
31,0,47,8,4,788,1.742399585
31,1,35,8,7,788,1.641975063
31,0,27,4,1,1100,1.60356374
31,0,56,8,4,788,1.71452955
31,0,24,8,9,1300,1.76340001
31,0,58,2,16,300,1.826421896
31,0,58,2,16,6000,1.835290779
31,0,53,2,12,2200,1.693546773
31,1,50,2,16,2400,1.696806962
31,1,54,2,16,1450,1.755396844
31,0,41,2,16,5000,1.898377721
31,1,43,2,16,1600,1.578047172
31,0,54,2,16,10000,1.567441818
31,0,49,2,16,2000,1.770791944
31,0,45,2,12,8000,1.825439325
31,0,68,2,16,2000,1.750335635
31,0,41,2,7,900,1.583674469
31,0,35,8,12,2000,1.593491127
31,1,51,2,5,788,1.958648947
31,0,61,2,5,0,1.786799626
31,0,28,2,9,1200,1.796524902
31,0,38,8,9,1500,1.888607813
31,0,39,8,5,900,1.691520244
31,0,31,2,6,800,1.65965434
31,0,51,2,12,1800,1.804627079
31,0,38,2,3,1200,1.771600023
31,0,66,8,5,1380,1.745003652
31,1,49,2,6,400,1.71456618
31,0,56,2,8,1500,1.642086134
31,0,25,2,9,1300,1.613883683
31,0,35,8,11,3000,1.831152643
31,0,58,2,9,1300,1.613609104
31,0,33,2,9,1800,1.636324243
31,0,42,2,8,920,1.592263648
31,0,33,4,4,1000,1.715713512
31,0,32,4,6,800,1.826388234
31,0,26,4,7,788,1.804333889
31,0,42,8,3,800,1.750542562
31,1,34,4,12,450,1.624064694
31,1,29,8,12,1300,1.564685941
31,0,44,2,12,5500,1.659600922
31,0,61,2,5,0,1.585778076
31,0,53,2,12,2500,1.618468836
31,0,55,2,5,1600,1.801012368
31,0,45,4,8,1320,1.778105045
31,0,30,8,9,1017,1.687945794
31,0,30,8,7,800,1.687761317
31,0,49,2,5,700,1.614214804
31,0,47,4,5,1000,1.645706952
31,0,68,2,5,0,1.799564509
31,0,43,8,5,1000,1.708699039
31,0,46,8,5,788,1.742018169
31,0,59,2,12,4500,1.637860546
31,0,64,2,1,1300,1.70272445
31,0,64,2,5,1600,1.65252069
31,0,30,2,8,2300,1.598924856
31,1,18,2,12,800,1.656872886
31,1,39,8,5,830,1.697587657
31,0,36,8,9,850,1.749476859
31,0,31,4,6,500,1.719074037
31,0,26,4,12,1500,1.722896088
31,0,41,8,9,1200,1.659238029
31,0,42,8,15,1600,1.703463501
31,0,64,8,5,800,1.729865547
31,0,45,2,16,1750,1.691582391
31,0,29,2,13,1500,1.622364456
31,1,43,8,4,160,1.793576228
31,0,26,8,16,900,1.713922024
31,0,32,8,9,788,1.633912995
31,0,41,4,7,1182,1.696519356
31,1,27,2,13,788,1.598798539
31,1,37,8,15,4500,1.76520363
31,0,60,2,5,700,1.695508824
31,0,34,8,6,1500,1.763318869
31,0,39,8,5,500,1.756237564
31,0,53,8,3,2000,1.606402278
31,1,66,8,5,0,1.725272897
31,0,44,8,6,1500,1.79555414
31,0,26,4,9,788,1.71392942
31,1,48,2,12,788,1.613464802
31,0,31,8,6,1500,1.760870816
31,1,37,2,16,5500,1.745294599
31,0,55,8,4,500,1.799235134
31,1,36,2,5,400,1.78132167
31,0,58,8,3,788,1.747593471
31,0,27,8,6,1000,1.682701839
31,0,42,2,4,2000,1.688272986
31,1,44,2,5,788,1.661497183
31,0,65,2,12,788,1.719554863
31,0,30,8,16,5000,1.701352291
31,0,47,4,12,3000,1.799258127
31,0,43,8,12,1800,1.734231169
31,0,65,8,4,788,1.583166844
31,0,59,2,5,1500,1.781242771
31,0,37,8,6,1500,1.807932569
31,0,49,8,3,788,1.659765227
31,0,58,8,4,500,1.700644872
31,0,66,2,9,788,1.69639652
31,0,53,8,5,788,1.761069793
31,1,33,4,12,788,1.666832395
31,0,46,8,4,788,1.6391067
31,0,49,8,16,3200,1.675735778
31,1,38,8,9,900,1.774982347
31,1,46,2,8,900,1.67595119
31,0,29,8,7,1200,1.607055268
31,0,52,2,11,1100,1.778032075
31,1,49,8,7,1350,1.85582975
31,0,41,8,15,1900,1.822987406
31,0,31,8,9,1200,1.726242406
31,0,52,8,9,650,1.621338176
31,0,30,2,12,2500,1.514488394
31,0,49,8,9,1800,1.733598476
31,0,38,8,12,1350,1.699544407
31,0,41,8,4,800,1.740994949
31,0,26,8,12,1500,1.550358155
31,1,31,8,12,800,1.603536748
31,0,55,2,12,4500,1.606016697
31,0,42,2,12,2000,1.692110372
31,1,30,4,6,788,1.622709408
31,1,52,8,5,788,1.814510917
31,0,42,2,6,1110,1.676077451
31,1,39,8,7,394,1.745139787
31,1,35,8,16,2800,1.734544305
31,1,38,8,7,1100,1.730058154
31,1,47,8,9,470,1.710319864
31,1,40,4,6,788,1.660181898
31,1,52,8,12,893,1.825899659
31,0,49,4,12,2000,1.696885552
31,0,41,8,6,1984,1.761169334
31,0,32,8,4,1060,1.803474849
31,0,40,8,12,3100,1.746781729
31,0,48,8,11,2000,1.588484722
31,1,47,2,5,788,1.730113591
31,0,46,8,9,2500,1.732324946
31,0,26,8,12,1500,1.705686476
31,0,42,4,12,3000,1.487196707
31,0,43,4,6,2500,1.741822328
31,0,30,2,9,1700,1.61387371
31,0,35,8,8,1200,1.696544881
31,1,27,4,12,0,1.598446237
31,1,31,8,7,450,1.668006135
31,0,23,8,11,2300,1.757509299
31,0,51,8,5,1200,1.766120955
31,1,45,8,7,788,1.822641727
31,0,41,8,10,1500,1.794218834
31,0,51,2,9,1000,1.561968727
31,0,31,8,12,2350,1.799463009
31,0,24,4,12,1200,1.712559435
31,1,20,8,12,788,1.640057258
31,0,34,2,11,2400,1.63946888
31,0,32,2,6,1200,1.88081197
31,0,48,2,8,2000,1.576352903
31,0,42,2,12,5000,1.62007612
31,0,49,2,12,8000,1.65296411
31,0,59,2,5,1200,1.645085989
31,0,55,8,9,2500,1.809680599
31,1,35,8,12,900,1.828558764
31,1,64,8,5,788,1.527490686
31,0,60,8,4,400,1.671815222
31,0,43,8,9,1400,1.785181479
31,0,46,2,6,1500,1.5868983
31,1,40,4,12,980,1.661058938
31,1,34,8,12,800,1.802816307
31,0,50,8,11,3000,1.833649302
31,0,22,8,9,1500,1.802048649
31,1,53,8,5,788,1.634439265
31,0,59,8,9,1800,1.607666918
31,0,43,8,12,1500,1.526034373
31,0,33,2,7,2300,1.747641037
31,0,34,8,12,4800,1.788057032
31,0,38,8,6,2150,1.812756172
31,1,50,8,1,400,1.779628676
31,0,38,8,4,1334,1.636808096
31,0,37,8,5,1450,1.686863107
31,1,36,8,12,788,1.695806442
31,0,59,8,16,3200,1.697813619
31,1,42,8,6,2200,1.673673509
31,1,47,8,8,950,1.779019818
31,1,49,2,12,1500,1.669999268
31,0,41,4,12,1300,1.809329485
31,0,28,8,12,2000,1.676182526
31,0,28,8,12,1700,1.799568335
31,0,52,8,5,1700,1.919794949
31,0,35,8,8,1500,1.765133047
31,1,55,4,6,788,1.634079781
31,1,24,2,12,3200,1.782548657
31,0,37,2,12,2500,1.607115507
31,0,32,4,12,1000,1.665445272
31,0,33,8,8,1000,1.64258339
31,1,34,8,12,700,1.743291817
31,0,29,2,9,1600,1.639520696
31,1,37,2,7,500,1.66480844
31,1,43,8,9,890,1.706750454
31,0,39,8,10,1500,1.741195662
31,1,34,2,13,852,1.656437099
31,0,20,8,9,1200,1.698728428
31,1,22,8,9,980,1.833705956
31,0,26,8,9,1200,1.689994283
31,0,30,8,12,797,1.577133958
31,1,30,8,10,800,1.791908785
31,1,37,2,4,788,1.804920815
31,0,29,8,12,2400,1.695472966
31,1,48,8,9,788,1.648751002
31,0,51,8,1,300,1.745457215
31,0,34,8,9,788,1.762444485
31,1,49,8,3,394,1.592492793
31,0,45,8,16,24800,1.647421526
31,0,35,8,12,4910,1.643427565
31,1,40,8,16,1436,1.717990729
31,0,60,2,4,0,1.67990493
31,0,34,2,12,880,1.734715914
31,0,37,2,1,0,1.667754087
31,0,40,2,1,0,1.639702917
31,1,64,4,12,0,1.609470522
31,0,73,8,1,0,1.627800092
31,0,47,8,1,1200,1.572755468
31,0,70,8,1,0,1.764903134
31,0,65,8,1,0,1.706987667
31,0,44,8,2,1200,1.741115446
31,0,51,8,2,0,1.784579433
31,0,46,8,12,830,1.806339179
31,0,50,8,5,0,1.76916251
31,0,49,8,3,2500,1.73160909
31,0,38,8,4,900,1.718533118
31,0,57,8,2,60,1.686186676
31,1,75,8,1,0,1.662870516
31,0,49,8,2,0,1.519275563
31,0,39,8,4,0,1.725006584
31,0,30,8,17,1100,1.658269974
31,0,45,8,1,150,1.701013641
31,0,32,8,4,1500,1.826978373
31,0,48,4,4,240,1.663788408
31,0,54,8,4,0,1.660186102
31,0,63,8,3,0,1.751394071
31,0,46,8,3,800,1.824778845
31,0,37,8,2,1600,1.754931885
31,0,55,2,1,0,1.631026152
31,0,42,4,2,1500,1.759404058
31,1,63,8,1,0,1.773883372
31,0,67,8,1,250,1.725874794
31,0,58,8,9,1500,1.635792774
31,0,34,2,12,1200,1.653544233
31,0,29,8,12,788,1.614688118
31,1,32,8,16,1800,1.711180057
31,0,63,2,11,788,1.647020266
31,0,35,4,12,800,1.696588722
31,0,52,8,16,2000,1.767171945
31,0,40,4,1,1000,1.570971586
31,0,41,8,6,4000,1.600184574
31,0,53,8,5,350,1.794525968
31,0,66,8,1,788,1.562923277
31,1,30,4,12,788,1.6477452
31,0,38,4,7,600,1.61936079
31,0,45,2,1,20,1.636548638
31,0,44,2,12,788,1.568659025
31,1,58,8,5,788,1.694897604
31,1,46,2,15,400,1.681560941
31,1,39,8,12,700,1.81848942
31,1,43,2,16,1500,1.527890384
31,0,27,8,5,788,1.600317513
31,0,43,8,12,788,1.764616049
31,0,36,8,5,788,1.709639652
31,0,47,8,11,788,1.734229208
31,0,71,8,5,0,1.80471699
31,0,58,4,1,350,1.672711519
31,0,32,2,12,300,1.783923757
31,0,33,8,9,800,1.576407298
31,0,65,8,1,0,1.718121975
31,0,49,2,2,500,1.708055767
31,0,53,8,3,200,1.705799522
31,1,74,8,2,0,1.734850072
31,0,56,2,5,300,1.721324828
31,0,64,2,5,788,1.772711576
31,0,47,8,6,900,1.743740783
31,0,44,8,1,300,1.653147492
31,0,52,8,4,700,1.72484497
31,0,35,8,6,300,1.664307582
31,1,27,8,12,788,1.810053265
31,1,34,2,9,800,1.606870845
31,0,55,2,5,1800,1.699231288
31,0,37,2,11,1000,1.792886142
31,1,49,8,2,200,1.803064362
31,0,40,8,5,1500,1.734857239
31,0,33,8,12,4000,1.768384684
31,0,30,2,16,9000,1.626409774
31,0,31,4,8,1500,1.863276642
31,0,27,8,5,1500,1.727851632
31,0,47,2,6,2200,1.652738291
31,0,79,2,4,1000,1.867907534
31,0,55,8,3,788,1.687437644
31,1,37,8,12,788,1.602423806
31,0,66,2,16,8000,1.680551497
31,0,57,2,16,4500,1.710697313
31,0,36,2,12,3152,1.649886013
31,0,50,2,12,5000,1.731656613
31,0,56,2,12,2000,1.594909796
31,1,37,8,7,560,1.606655668
31,1,42,8,11,788,1.476330445
31,0,44,2,10,1800,1.741853853
31,0,45,2,9,1182,1.741898314
31,0,46,2,3,788,1.65233461
31,0,47,2,14,4000,1.800387644
31,0,40,8,9,4000,1.630954387
31,0,47,8,5,1500,1.803687881
31,0,32,2,14,2500,1.653329881
31,0,34,2,12,1576,1.768748149
31,0,36,8,12,3000,1.759024575
31,1,33,8,13,700,1.605582244
31,0,63,8,5,2500,1.544292946
31,0,61,8,3,1000,1.732764685
31,0,35,2,12,2400,1.716177616
31,0,58,8,16,8000,1.692344495
31,0,27,2,12,1611,1.698939951
31,0,25,8,8,788,1.681093868
31,0,29,2,5,1434,1.654021189
31,0,41,4,5,1576,1.694299354
31,0,35,8,11,788,1.655557949
31,0,64,8,1,926,1.522954239
31,0,29,8,8,1400,1.788531432
31,1,38,2,4,788,1.669635721
31,0,43,4,5,1650,1.671055545
31,0,41,8,5,1182,1.650132413
31,0,40,2,5,2000,1.652260656
31,0,25,8,8,2000,1.702900707
31,0,33,2,6,1500,1.664238732
31,0,37,2,5,1400,1.743338633
31,0,31,2,10,1500,1.759983802
31,0,57,8,1,1280,1.677949979
31,0,37,8,3,788,1.68245441
31,0,58,2,8,800,1.614458542
31,0,43,8,7,1576,1.725642755
31,1,40,8,5,1250,1.790812817
31,1,45,2,8,360,1.521657605
31,0,39,8,6,1576,1.645717307
31,1,57,2,6,375,1.668555781
31,0,44,4,4,1300,1.654171924
31,1,23,8,16,1576,1.666613677
31,0,70,8,12,5000,1.75357804
31,0,37,2,9,2500,1.762094871
31,0,63,2,16,7000,1.627718779
31,0,62,8,12,6000,1.670199715
31,0,27,8,12,3000,1.865442506
31,0,43,8,12,1500,1.700953038
31,0,35,2,16,5400,1.609188443
31,1,41,4,16,7500,1.659844594
31,0,37,8,16,5000,1.577655005
31,0,50,8,14,10000,1.743211059
31,1,45,2,16,3000,1.586918454
31,1,53,2,12,4000,1.675006765
31,0,50,2,8,2300,1.643671937
31,0,63,2,12,1200,1.749469898
31,0,37,8,16,3600,1.739544726
31,0,27,8,12,850,1.56805886
31,0,41,8,5,2300,1.782812038
31,1,53,8,16,2000,1.793747823
31,1,39,2,12,800,1.629025063
31,0,38,8,16,7500,1.821740585
31,0,32,8,12,1000,1.635821124
31,0,27,8,10,1800,1.784994109
31,0,23,2,13,1200,1.723789449
31,1,38,8,14,800,1.849805664
31,0,46,2,5,750,1.746099791
31,0,39,8,9,788,1.580298885
31,1,39,8,8,788,1.784306881
31,0,33,8,12,1500,1.714735267
31,0,39,8,12,3000,1.595164681
31,0,74,4,4,400,1.659468172
31,0,43,8,9,2000,1.599958774
31,0,53,8,3,800,1.657305532
31,0,45,8,5,700,1.799186706
31,0,30,8,12,1000,1.728121964
31,0,39,2,6,600,1.659929086
31,0,28,2,12,2200,1.768322698
31,0,24,8,12,900,1.816103743
31,0,29,8,11,903,1.707703847
31,1,59,8,6,500,1.689001221
31,0,45,8,6,2000,1.724810955
31,0,57,2,4,500,1.749366612
31,0,43,2,16,8000,1.745796568
31,0,37,2,12,5000,1.834860935
31,1,53,8,12,3000,1.654042437
31,0,72,8,12,6000,1.653042784
31,0,43,2,16,2800,1.661843817
31,0,54,2,16,5000,1.606586479
31,1,53,8,12,788,1.795731001
31,1,46,2,12,900,1.711521958
31,0,40,2,12,1800,1.702963508
31,0,28,4,16,8000,1.549015773
31,0,41,8,8,1000,1.69010688
31,0,33,8,6,788,1.675140433
31,0,39,8,10,1600,1.703773243
31,0,47,8,9,900,1.596881422
31,0,22,8,7,1200,1.481812862
31,0,39,4,6,980,1.741670436
31,0,48,8,12,1400,1.585489164
31,0,43,8,5,1750,1.668969104
31,0,44,8,8,3500,1.646019349
31,0,25,8,11,900,1.695356355
31,1,51,8,6,700,1.657671463
31,0,26,2,17,1300,1.705362044
31,0,45,2,4,788,1.766644377
31,0,36,4,13,1500,1.546443618
31,0,50,8,11,1000,1.758740589
31,0,33,2,16,3500,1.67386589
31,0,45,8,8,900,1.795222599
31,0,42,8,2,1200,1.813890245
31,0,29,8,12,1200,1.70842748
31,0,41,8,12,1200,1.622623948
31,1,24,4,12,800,1.700558114
31,1,59,8,4,900,1.661298661
31,0,47,2,12,1100,1.662116519
31,0,33,4,16,4000,1.641567547
31,1,41,4,12,788,1.776416969
31,0,39,8,1,788,1.68207708
31,1,49,4,16,2000,1.581553282
31,0,34,2,12,1000,1.612413404
31,0,34,8,11,600,1.615273293
31,0,52,8,5,2000,1.666450713
31,0,38,8,5,1200,1.771036272
31,0,38,8,12,788,1.675665444
31,1,54,2,16,1500,1.758430427
31,1,55,4,2,300,1.792311665
31,0,48,2,11,2000,1.58663254
31,0,50,8,12,400,1.564562942
31,1,43,8,12,788,1.635506504
31,1,30,4,16,2000,1.800480357
31,0,39,2,13,2000,1.754705457
31,0,46,2,5,1500,1.785222224
31,0,47,2,12,4500,1.745864764
31,0,61,8,6,3800,1.644465996
31,0,52,8,12,1300,1.545341297
31,0,40,8,12,2000,1.677025133
31,0,43,8,16,3000,1.686828769
31,0,36,2,12,4500,1.670797605
31,1,43,2,16,1800,1.678120999
31,1,49,4,16,1400,1.834803599
31,0,46,8,12,1300,1.751217299
31,1,49,8,16,4200,1.643130787
31,0,35,8,12,600,1.720586175
31,1,30,2,12,250,1.789436002
31,0,38,4,7,887,1.742450287
31,0,60,8,5,970,1.726857925
31,1,45,4,12,200,1.528632198
31,0,37,8,12,1100,1.649974658
31,0,26,8,9,1320,1.79174116
31,0,50,2,1,788,1.761327334
31,0,29,8,12,700,1.739203447
31,0,49,8,13,480,1.793363489
31,0,48,8,7,450,1.845428811
31,0,39,8,3,900,1.662600792
31,1,46,2,5,300,1.749455121
31,0,39,8,12,2000,1.604340234
31,0,32,2,16,2000,1.648652427
31,0,46,2,8,2000,1.766676462
31,0,32,8,12,1200,1.758638688
31,1,37,8,14,1000,1.724075722
31,0,73,8,5,1180,1.636777383
31,1,37,2,11,1400,1.721536362
31,0,37,8,16,1576,1.732432316
31,0,54,2,5,3900,1.689843258
31,0,39,4,3,1576,1.723735489
31,0,29,8,12,2000,1.649091086
31,0,27,2,16,788,1.769403826
31,0,37,2,5,1200,1.70598654
31,0,53,8,5,800,1.829877513
31,0,37,8,16,5000,1.735947219
31,0,52,4,5,1200,1.82071294
31,0,49,2,16,12000,1.604393883
31,0,29,8,12,6000,1.705085157
31,1,46,2,12,2000,1.732755421
31,0,48,2,16,2000,1.55345673
31,0,55,8,12,6000,1.727183346
31,0,49,2,12,1576,1.769989683
31,0,28,2,16,4500,1.81384232
31,0,40,2,16,2400,1.730214588
31,1,27,2,12,1500,1.708498249
31,0,29,8,12,1500,1.717054103
31,0,31,2,6,1200,1.663135611
31,0,56,8,2,1500,1.765608205
31,0,20,8,8,1550,1.667125945
31,0,40,8,12,1500,1.657070016
31,0,38,8,5,900,1.541300354
31,0,42,8,8,2000,1.720408513
31,0,52,8,5,788,1.823099712
31,0,42,2,7,880,1.510242883
31,0,33,4,5,788,1.692366434
31,0,65,8,2,788,1.859663729
31,0,53,8,9,835,1.762767058
31,0,54,2,1,788,1.784940462
31,0,33,8,6,788,1.671678967
31,0,47,8,5,788,1.741228541
31,0,30,2,3,788,1.622647216
31,0,40,2,5,788,1.602787505
31,0,42,8,3,788,1.703618315
31,1,32,2,12,1300,1.695915308
31,0,67,2,5,788,1.633988956
31,1,40,2,9,788,1.713435874
31,0,48,2,12,15000,1.808950219
31,0,62,2,9,1000,1.637393523
31,0,39,2,12,1500,1.727659551
31,0,59,2,12,1500,1.740555466
31,1,50,2,16,4250,1.787286823
31,0,35,2,8,1000,1.571872225
31,0,41,4,11,1000,1.543763231
31,0,23,2,12,1100,1.779417825
31,1,47,2,5,788,1.784630731
31,0,46,4,9,1200,1.64057819
31,0,53,2,8,788,1.785991652
31,0,24,4,8,788,1.673372906
31,0,49,2,5,1200,1.710670938
31,0,29,2,12,3000,1.593622733
31,1,53,2,16,2300,1.663995245
